player_id,season,all_nba_lag1,all_defense_lag1,mvp_lag1,dpoy_lag1,allstar_lag1,career_all_nba_count,career_allstar_count,career_mvp_count,career_dpoy_count,career_all_defense_count,all_nba_3y_window,supermax_eligible_loose
adamsja01,2021,0,0,0,0,0,0,0,0,0,0,0,0
adamsja01,2022,0,0,0,0,0,0,0,0,0,0,0,0
adamsja01,2023,0,0,0,0,0,0,0,0,0,0,0,0
adamsja01,2024,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2016,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2017,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2018,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2019,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2020,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2021,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2022,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2023,0,0,0,0,0,0,0,0,0,0,0,0
adamsst01,2024,0,0,0,0,0,0,0,0,0,0,0,0
adebaba01,2016,0,0,0,0,0,0,0,0,0,0,0,0
adebaba01,2017,0,0,0,0,0,0,0,0,0,0,0,0
adebaba01,2018,0,0,0,0,0,0,0,0,0,0,0,0
adebaba01,2019,0,0,0,0,0,0,0,0,0,0,0,0
adebaba01,2020,0,0,0,0,0,0,0,0,0,0,0,0
adebaba01,2021,0,1,0,0,1,0,1,0,0,1,0,0
adebaba01,2022,0,1,0,0,0,0,1,0,0,2,0,0
adebaba01,2023,0,1,0,0,0,0,1,0,0,3,0,0
adebaba01,2024,0,1,0,0,1,0,2,0,0,4,0,0
afflaar01,2016,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2017,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2018,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2019,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2020,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2021,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2022,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2023,0,0,0,0,0,0,0,0,0,0,0,0
afflaar01,2024,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2016,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2017,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2018,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2019,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2020,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2021,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2022,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2023,0,0,0,0,0,0,0,0,0,0,0,0
agbajoc01,2024,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2016,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2017,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2018,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2019,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2020,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2021,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2022,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2023,0,0,0,0,0,0,0,0,0,0,0,0
ajincal01,2024,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2016,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2017,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2018,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2019,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2020,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2021,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2022,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2023,0,0,0,0,0,0,0,0,0,0,0,0
aldrico01,2024,0,0,0,0,0,0,0,0,0,0,0,0
aldrila01,2016,1,0,0,0,0,3,0,0,0,0,2,0
aldrila01,2017,1,0,0,0,1,4,1,0,0,0,3,0
aldrila01,2018,0,0,0,0,0,4,1,0,0,0,2,1
aldrila01,2019,1,0,0,0,1,5,2,0,0,0,2,1
aldrila01,2020,0,0,0,0,1,5,3,0,0,0,1,0
aldrila01,2021,0,0,0,0,0,5,3,0,0,0,1,0
aldrila01,2022,0,0,0,0,0,5,3,0,0,0,0,0
aldrila01,2023,0,0,0,0,0,5,3,0,0,0,0,0
aldrila01,2024,0,0,0,0,0,5,3,0,0,0,0,0
alexani01,2016,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2017,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2018,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2019,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2020,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2021,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2022,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2023,0,0,0,0,0,0,0,0,0,0,0,0
alexani01,2024,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2016,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2017,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2018,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2019,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2020,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2021,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2022,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2023,0,0,0,0,0,0,0,0,0,0,0,0
allengr01,2024,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2016,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2017,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2018,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2019,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2020,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2021,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2022,0,0,0,0,0,0,0,0,0,0,0,0
allenja01,2023,0,0,0,0,1,0,1,0,0,0,0,0
allenja01,2024,0,0,0,0,0,0,1,0,0,0,0,0
allenla01,2016,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2017,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2018,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2019,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2020,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2021,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2022,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2023,0,0,0,0,0,0,0,0,0,0,0,0
allenla01,2024,0,0,0,0,0,0,0,0,0,0,0,0
allento01,2016,0,1,0,0,0,0,0,0,0,4,0,0
allento01,2017,0,1,0,0,0,0,0,0,0,5,0,0
allento01,2018,0,1,0,0,0,0,0,0,0,6,0,0
allento01,2019,0,0,0,0,0,0,0,0,0,6,0,0
allento01,2020,0,0,0,0,0,0,0,0,0,6,0,0
allento01,2021,0,0,0,0,0,0,0,0,0,6,0,0
allento01,2022,0,0,0,0,0,0,0,0,0,6,0,0
allento01,2023,0,0,0,0,0,0,0,0,0,6,0,0
allento01,2024,0,0,0,0,0,0,0,0,0,6,0,0
alvarjo01,2016,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2017,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2018,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2019,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2020,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2021,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2022,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2023,0,0,0,0,0,0,0,0,0,0,0,0
alvarjo01,2024,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2016,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2017,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2018,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2019,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2020,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2021,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2022,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2023,0,0,0,0,0,0,0,0,0,0,0,0
aminual01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anderal01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anderch01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anderja01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anderju01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anderky01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anderry01,2024,0,0,0,0,0,0,0,0,0,0,0,0
antetgi01,2016,0,0,0,0,0,0,0,0,0,0,0,0
antetgi01,2017,0,0,0,0,0,0,0,0,0,0,0,0
antetgi01,2018,1,1,0,0,1,1,1,0,0,1,1,1
antetgi01,2019,1,0,0,0,1,2,2,0,0,1,2,1
antetgi01,2020,1,1,1,0,1,3,3,1,0,2,3,1
antetgi01,2021,1,1,1,1,1,4,4,2,1,3,3,1
antetgi01,2022,1,1,0,0,1,5,5,2,1,4,3,1
antetgi01,2023,1,1,0,0,1,6,6,2,1,5,3,1
antetgi01,2024,1,0,0,0,1,7,7,2,1,5,3,1
antetth01,2016,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2017,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2018,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2019,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2020,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2021,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2022,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2023,0,0,0,0,0,0,0,0,0,0,0,0
antetth01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anthoca01,2016,0,0,0,0,0,6,0,0,0,0,1,0
anthoca01,2017,0,0,0,0,1,6,1,0,0,0,0,0
anthoca01,2018,0,0,0,0,1,6,2,0,0,0,0,0
anthoca01,2019,0,0,0,0,0,6,2,0,0,0,0,0
anthoca01,2020,0,0,0,0,0,6,2,0,0,0,0,0
anthoca01,2021,0,0,0,0,0,6,2,0,0,0,0,0
anthoca01,2022,0,0,0,0,0,6,2,0,0,0,0,0
anthoca01,2023,0,0,0,0,0,6,2,0,0,0,0,0
anthoca01,2024,0,0,0,0,0,6,2,0,0,0,0,0
anthoco01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anthoco01,2024,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2016,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2017,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2018,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2019,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2020,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2021,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2022,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2023,0,0,0,0,0,0,0,0,0,0,0,0
anunoog01,2024,0,1,0,0,0,0,0,0,0,1,0,0
arcidry01,2016,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2017,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2018,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2019,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2020,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2021,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2022,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2023,0,0,0,0,0,0,0,0,0,0,0,0
arcidry01,2024,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2016,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2017,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2018,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2019,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2020,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2021,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2022,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2023,0,0,0,0,0,0,0,0,0,0,0,0
arizatr01,2024,0,0,0,0,0,0,0,0,0,0,0,0
artesro01,2016,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2017,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2018,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2019,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2020,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2021,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2022,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2023,0,0,0,0,0,1,0,0,1,4,0,0
artesro01,2024,0,0,0,0,0,1,0,0,1,4,0,0
arthuda01,2016,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2017,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2018,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2019,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2020,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2021,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2022,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2023,0,0,0,0,0,0,0,0,0,0,0,0
arthuda01,2024,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2016,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2017,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2018,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2019,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2020,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2021,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2022,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2023,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,2024,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2016,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2017,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2018,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2019,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2020,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2021,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2022,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2023,0,0,0,0,0,0,0,0,0,0,0,0
augusdj01,2024,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2016,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2017,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2018,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2019,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2020,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2021,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2022,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2023,0,0,0,0,0,0,0,0,0,0,0,0
avdijde01,2024,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2016,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2017,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2018,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2019,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2020,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2021,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2022,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2023,0,0,0,0,0,0,0,0,0,0,0,0
aytonde01,2024,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2016,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2017,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2018,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2019,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2020,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2021,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2022,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2023,0,0,0,0,0,0,0,0,0,0,0,0
azubuud01,2024,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2016,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2017,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2018,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2019,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2020,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2021,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2022,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2023,0,0,0,0,0,0,0,0,0,0,0,0
babbilu01,2024,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2016,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2017,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2018,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2019,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2020,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2021,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2022,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2023,0,0,0,0,0,0,0,0,0,0,0,0
bacondw01,2024,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2016,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2017,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2018,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2019,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2020,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2021,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2022,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2023,0,0,0,0,0,0,0,0,0,0,0,0
badjiib01,2024,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2016,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2017,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2018,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2019,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2020,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2021,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2022,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2023,0,0,0,0,0,0,0,0,0,0,0,0
baglema01,2024,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2016,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2017,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2018,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2019,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2020,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2021,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2022,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2023,0,0,0,0,0,0,0,0,0,0,0,0
bakerro01,2024,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2016,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2017,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2018,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2019,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2020,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2021,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2022,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2023,0,0,0,0,0,0,0,0,0,0,0,0
baldwpa01,2024,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2016,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2017,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2018,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2019,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2020,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2021,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2022,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2023,0,0,0,0,0,0,0,0,0,0,0,0
baldwwa01,2024,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2016,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2017,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2018,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2019,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2020,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2021,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2022,0,0,0,0,0,0,0,0,0,0,0,0
ballla01,2023,0,0,0,0,1,0,1,0,0,0,0,0
ballla01,2024,0,0,0,0,0,0,1,0,0,0,0,0
balllo01,2016,0,0,0,0,0,0,0,0,0,0,0,0
balllo01,2017,0,0,0,0,0,0,0,0,0,0,0,0
balllo01,2018,0,0,0,0,0,0,0,0,0,0,0,0
balllo01,2019,0,0,0,0,0,0,0,0,0,0,0,0
balllo01,2020,0,0,0,0,0,0,0,0,0,0,0,0
balllo01,2021,0,0,0,0,0,0,0,0,0,0,0,0
balllo01,2022,0,0,0,0,0,0,0,0,0,0,0,0
